InvoiceDetailID,InvoiceID,ProductID,ProductPrice,TaxAmount,ConsignorID,StoreOwned,ItemCost,FedTax,Voided,TaxRef,FedTaxRef,DiscRef,CardNumber,VoidBy,StoreID,EffPrice
14829,5384,48314,19.99,1.68,500,FALSE,0.00,0,FALSE,,,,,,,
14830,5384,57736,5.99,0.50,500,FALSE,0.00,0,FALSE,,,,,,,
14831,5385,58595,45.00,3.78,511,FALSE,38.25,0,FALSE,,,,,,,
14832,5386,45713,8.99,0.76,500,FALSE,0.00,0,FALSE,,,,,,,
14833,5386,10194,10.00,0.84,63,FALSE,8.50,0,FALSE,,,,,,,
14834,5387,16106,6.10,0.51,500,FALSE,0.00,0,FALSE,,,,,,,
14835,5387,76457,0.69,0.06,500,FALSE,0.00,0,FALSE,,,,,,,
14836,5388,74809,12.99,1.09,17,FALSE,11.04,0,FALSE,,,,,,,
14837,5389,76458,11.18,0.94,500,FALSE,0.00,0,FALSE,,,,,,,
14838,5390,72718,12.00,1.01,519,FALSE,10.20,0,FALSE,,,,,,,
14839,5391,76459,40.76,3.42,500,FALSE,0.00,0,FALSE,,,,,,,
14840,5392,59588,11.21,0.94,77,FALSE,9.52,0,FALSE,,,,,,,
14841,5392,76460,1.00,0.08,500,FALSE,0.00,0,FALSE,,,,,,,
14842,5393,73095,1.00,0.08,25,FALSE,0.85,0,FALSE,,,,,,,
14843,5393,73104,2.25,0.19,25,FALSE,1.91,0,FALSE,,,,,,,
14844,5393,73097,1.00,0.08,25,FALSE,0.85,0,FALSE,,,,,,,
14845,5393,73098,2.25,0.19,25,FALSE,1.91,0,FALSE,,,,,,,
14846,5393,74052,12.00,1.01,40,FALSE,10.20,0,FALSE,,,,,,,
14847,5394,76461,5.98,0.50,500,FALSE,0.00,0,FALSE,,,,,,,
14848,5395,76462,6.99,0.47,500,FALSE,0.00,0,FALSE,,,,,,,5.590000153
14849,5395,76463,1.00,0.07,500,FALSE,0.00,0,FALSE,,,,,,,0.800000012
14850,5396,76464,1.50,0.13,500,FALSE,0.00,0,FALSE,,,,,,,1.5
14851,5396,48492,1.50,0.13,500,FALSE,1.27,0,FALSE,,,,,,,1.5
14852,5396,48492,1.50,0.13,500,FALSE,1.27,0,FALSE,,,,,,,1.5
14853,5397,76465,11.99,1.01,500,FALSE,0.00,0,FALSE,,,,,,,
14854,5398,76466,2.70,0.23,500,FALSE,0.00,0,FALSE,,,,,,,
14855,5398,48221,2.49,0.21,500,FALSE,0.00,0,FALSE,,,,,,,
14856,5399,76467,6.00,0.50,42,FALSE,5.10,0,FALSE,,,,,,,
14857,5399,76468,6.99,0.59,500,FALSE,0.00,0,FALSE,,,,,,,
14858,5399,55134,6.99,0.59,500,FALSE,5.94,0,FALSE,,,,,,,
14859,5399,76469,1.99,0.17,500,FALSE,0.00,0,FALSE,,,,,,,
14860,5399,68302,5.95,0.50,25,FALSE,5.05,0,FALSE,,,,,,,
14861,5399,24388,6.50,0.55,16,FALSE,5.52,0,FALSE,,,,,,,
14862,5399,57515,4.99,0.42,70,FALSE,4.24,0,FALSE,,,,,,,
14863,5399,57515,4.99,0.42,70,FALSE,4.24,0,FALSE,,,,,,,
14864,5399,57515,4.99,0.42,70,FALSE,4.24,0,FALSE,,,,,,,
14865,5399,15860,18.00,1.51,16,FALSE,15.30,0,FALSE,,,,,,,
14866,5400,66976,2.50,0.21,37,FALSE,2.12,0,FALSE,,,,,,,
14867,5400,75088,8.00,0.67,42,FALSE,6.80,0,FALSE,,,,,,,
14868,5401,16106,14.38,1.21,500,FALSE,0.00,0,FALSE,,,,,,,
14869,5402,33122,5.00,0.42,22,FALSE,4.25,0,FALSE,,,,,,,
14870,5402,33116,8.00,0.67,22,FALSE,6.80,0,FALSE,,,,,,,
14871,5402,76514,4.50,0.38,500,FALSE,0.00,0,FALSE,,,,,,,
14872,5403,4556,12.00,1.01,76,FALSE,10.20,0,FALSE,,,,,,,
14873,5404,33852,12.00,1.01,40,FALSE,10.20,0,FALSE,,,,,,,
14874,5405,9995,40.00,3.36,63,FALSE,34.00,0,FALSE,,,,,,,
14875,5406,121318,2.00,0.17,69,FALSE,1.70,0,FALSE,,,,,,,
14876,5406,59101,2.00,0.17,69,FALSE,1.70,0,FALSE,,,,,,,
14877,5406,17741,5.00,0.42,69,FALSE,4.25,0,FALSE,,,,,,,
14878,5406,17747,4.00,0.34,69,FALSE,3.40,0,FALSE,,,,,,,
14879,5406,74577,6.99,0.59,500,FALSE,0.00,0,FALSE,,,,,,,
14880,5406,76515,0.45,0.04,500,FALSE,0.00,0,FALSE,,,,,,,
14881,5408,72044,5.00,0.42,12,FALSE,4.25,0,FALSE,,,,,,,
14882,5408,76516,1.99,0.17,500,FALSE,0.00,0,FALSE,,,,,,,
14883,5407,15560,20.00,1.68,24,FALSE,17.00,0,FALSE,,,,,,,
14884,5407,25646,2.00,0.17,24,FALSE,1.70,0,FALSE,,,,,,,
14885,5409,75622,13.50,1.13,54,FALSE,11.47,0,FALSE,,,,,,,
14886,5409,76547,0.97,0.08,500,FALSE,0.00,0,FALSE,,,,,,,
14887,5410,76641,0.24,0.02,500,FALSE,0.00,0,FALSE,,,,,,,
14888,5410,76642,0.89,0.07,500,FALSE,0.00,0,FALSE,,,,,,,
14889,5410,16106,15.98,1.34,500,FALSE,0.00,0,FALSE,,,,,,,
14890,5411,74040,15.00,1.26,63,FALSE,12.75,0,FALSE,,,,,,,
14891,5411,74040,15.00,1.26,63,FALSE,12.75,0,FALSE,,,,,,,
14892,5412,71758,12.00,1.01,1,FALSE,10.20,0,FALSE,,,,,,,
14893,5413,76643,2.89,0.24,500,FALSE,0.00,0,FALSE,,,,,,,
14894,5413,76644,1.49,0.13,500,FALSE,0.00,0,FALSE,,,,,,,
14895,5414,75728,5.00,0.42,31,FALSE,4.25,0,FALSE,,,,,,,
14896,5415,44965,7.49,0.63,500,FALSE,0.00,0,FALSE,,,,,,,
14897,5415,53519,4.49,0.38,500,FALSE,3.81,0,FALSE,,,,,,,
14898,5415,66050,3.99,0.34,500,FALSE,0.00,0,FALSE,,,,,,,
14899,5415,56370,4.99,0.42,500,FALSE,4.24,0,FALSE,,,,,,,
14900,5415,56159,6.99,0.59,500,FALSE,0.00,0,FALSE,,,,,,,
14901,5416,51290,3.99,0.34,500,FALSE,3.39,0,FALSE,,,,,,,
14902,5416,47804,5.99,0.50,500,FALSE,0.00,0,FALSE,,,,,,,
14903,5417,16106,14.99,1.26,500,FALSE,0.00,0,FALSE,,,,,,,
14904,5417,76670,7.98,0.67,500,FALSE,0.00,0,FALSE,,,,,,,
14905,5417,74124,2.00,0.17,24,FALSE,1.70,0,FALSE,,,,,,,
14906,5417,31161,4.50,0.38,67,FALSE,3.82,0,FALSE,,,,,,,
14907,5417,74777,4.50,0.38,67,FALSE,3.82,0,FALSE,,,,,,,
14908,5418,65995,3.00,0.25,76,FALSE,2.55,0,FALSE,,,,,,,
14909,5419,68326,6.00,0.50,15,FALSE,5.10,0,FALSE,,,,,,,
14910,5419,75481,5.50,0.46,31,FALSE,4.67,0,FALSE,,,,,,,
14911,5419,75480,6.50,0.55,31,FALSE,5.52,0,FALSE,,,,,,,
14912,5419,18116,1.95,0.16,84,FALSE,1.65,0,FALSE,,,,,,,
14913,5419,18116,1.95,0.16,84,FALSE,1.65,0,FALSE,,,,,,,
14914,5420,67823,0.55,0.05,500,FALSE,0.00,0,FALSE,,,,,,,
14915,5421,44762,0.49,0.04,500,FALSE,0.00,0,FALSE,,,,,,,
14916,5421,44762,0.49,0.04,500,FALSE,0.00,0,FALSE,,,,,,,
14917,5421,24861,2.49,0.21,500,FALSE,2.11,0,FALSE,,,,,,,
14918,5421,48536,2.49,0.21,500,FALSE,2.11,0,FALSE,,,,,,,
14919,5422,76671,6.99,0.59,500,FALSE,0.00,0,FALSE,,,,,,,
14920,5423,71008,3.00,0.25,49,FALSE,2.55,0,FALSE,,,,,,,
14921,5424,41994,11.25,0.94,38,FALSE,9.56,0,FALSE,,,,,,,
14922,5425,48421,1.99,0.17,500,FALSE,1.69,0,FALSE,,,,,,,
14923,5425,37420,4.95,0.42,85,FALSE,4.20,0,FALSE,,,,,,,
14924,5425,68390,8.50,0.71,1,FALSE,7.22,0,FALSE,,,,,,,
14925,5425,68390,8.50,0.71,1,FALSE,7.22,0,FALSE,,,,,,,
14926,5425,76672,3.00,0.00,500,FALSE,0.00,0,FALSE,,,,,,,
14927,5426,72050,5.00,0.42,12,FALSE,4.25,0,FALSE,,,,,,,
14928,5426,72043,5.00,0.42,12,FALSE,4.25,0,FALSE,,,,,,,
14929,5427,132868,10.49,0.88,500,FALSE,0.00,0,FALSE,,,,,,,
14930,5428,23565,15.00,1.26,87,FALSE,12.75,0,FALSE,,,,,,,
14931,5428,57031,8.99,0.76,500,FALSE,7.64,0,FALSE,,,,,,,
14932,5429,77209731,1.00,0.08,501,FALSE,0.85,0,FALSE,,,,,,,
14933,5429,77209731,1.00,0.08,501,FALSE,0.85,0,FALSE,,,,,,,
14934,5429,77209731,1.00,0.08,501,FALSE,0.85,0,FALSE,,,,,,,
14935,5429,153125,2.00,0.17,501,FALSE,1.70,0,FALSE,,,,,,,
14936,5429,153130,1.00,0.08,501,FALSE,0.85,0,FALSE,,,,,,,
14937,5429,76673,0.50,0.04,500,FALSE,0.00,0,FALSE,,,,,,,
14938,5429,74636,7.00,0.59,51,FALSE,5.95,0,FALSE,,,,,,,
14939,5429,20300,6.00,0.50,35,FALSE,5.10,0,FALSE,,,,,,,
14940,5429,59101,2.00,0.17,69,FALSE,1.70,0,FALSE,,,,,,,
14941,5429,59856,7.00,0.59,52,FALSE,5.95,0,FALSE,,,,,,,
14942,5429,76674,1.00,0.08,501,FALSE,0.85,0,FALSE,,,,,,,
14943,5429,121326,2.00,0.17,69,FALSE,1.70,0,FALSE,,,,,,,
14944,5429,67717,8.00,0.67,65,FALSE,6.80,0,FALSE,,,,,,,
14945,5429,31224,2.00,0.17,67,FALSE,1.70,0,FALSE,,,,,,,
14946,5430,29333,2.50,0.21,42,FALSE,2.12,0,FALSE,,,,,,,
14947,5430,58012,2.50,0.21,42,FALSE,2.12,0,FALSE,,,,,,,
14948,5430,29597,2.50,0.21,42,FALSE,2.12,0,FALSE,,,,,,,
14949,5430,1428,9.95,0.84,45,FALSE,8.45,0,FALSE,,,,,,,
14950,5431,76179,6.99,0.59,506,FALSE,5.94,0,FALSE,,,,,,,
14951,5432,67823,0.55,0.05,500,FALSE,0.00,0,FALSE,,,,,,,
14952,5432,67823,0.55,0.05,500,FALSE,0.00,0,FALSE,,,,,,,
14953,5432,67823,0.55,0.05,500,FALSE,0.00,0,FALSE,,,,,,,
14954,5432,67823,0.55,0.05,500,FALSE,0.00,0,FALSE,,,,,,,
14955,5432,67823,0.55,0.05,500,FALSE,0.00,0,FALSE,,,,,,,
14956,5432,67823,0.55,0.05,500,FALSE,0.00,0,FALSE,,,,,,,
14957,5432,67823,0.55,0.05,500,FALSE,0.00,0,FALSE,,,,,,,
14958,5432,67823,0.55,0.05,500,FALSE,0.00,0,FALSE,,,,,,,
14959,5432,67823,0.55,0.05,500,FALSE,0.00,0,FALSE,,,,,,,
14960,5432,67823,0.55,0.05,500,FALSE,0.00,0,FALSE,,,,,,,
14961,5432,67823,0.55,0.05,500,FALSE,0.00,0,FALSE,,,,,,,
14962,5432,67823,0.55,0.05,500,FALSE,0.00,0,FALSE,,,,,,,
14963,5432,67823,0.55,0.05,500,FALSE,0.00,0,FALSE,,,,,,,
14964,5432,67823,0.55,0.05,500,FALSE,0.00,0,FALSE,,,,,,,
14965,5432,67823,0.55,0.05,500,FALSE,0.00,0,FALSE,,,,,,,
14966,5434,16106,4.98,0.42,500,FALSE,0.00,0,FALSE,,,,,,,
14967,5433,58932,3.50,0.29,54,FALSE,2.97,0,FALSE,,,,,,,
14968,5433,66279,6.00,0.50,65,FALSE,5.10,0,FALSE,,,,,,,
14969,5433,58960,5.50,0.46,54,FALSE,4.67,0,FALSE,,,,,,,
14970,5433,74272,6.50,0.55,512,FALSE,5.52,0,FALSE,,,,,,,
14971,5435,113454,7.50,0.63,30,FALSE,6.37,0,FALSE,,,,,,,
14972,5435,73570,12.95,1.09,509,FALSE,11.00,0,FALSE,,,,,,,
14973,5435,57606,12.50,1.05,62,FALSE,10.62,0,FALSE,,,,,,,
14974,5436,72633,10.00,0.84,509,FALSE,8.50,0,FALSE,,,,,,,
14975,5436,72634,10.00,0.84,509,FALSE,8.50,0,FALSE,,,,,,,
14976,5436,27051,25.00,2.10,30,FALSE,21.25,0,FALSE,,,,,,,
14977,5436,58221,15.00,1.26,511,FALSE,12.75,0,FALSE,,,,,,,
14978,5436,60340,12.95,1.09,74,FALSE,11.00,0,FALSE,,,,,,,
14979,5436,60340,12.95,1.09,74,FALSE,11.00,0,FALSE,,,,,,,
14980,5436,66134,8.99,0.76,40,FALSE,7.64,0,FALSE,,,,,,,
14981,5437,47278,1.49,0.13,500,FALSE,1.26,0,FALSE,,,,,,,
14982,5437,46645,1.99,0.17,500,FALSE,1.69,0,FALSE,,,,,,,
14983,5437,46699,1.99,0.17,500,FALSE,1.69,0,FALSE,,,,,,,
14984,5438,76675,9.99,0.84,500,FALSE,0.00,0,FALSE,,,,,,,
14985,5438,50531,1.39,0.00,500,FALSE,1.18,0,FALSE,,,,,,,
14986,5438,76676,1.39,0.00,500,FALSE,0.00,0,FALSE,,,,,,,
14987,5438,50530,1.39,0.12,500,FALSE,1.18,0,FALSE,,,,,,,
14988,5438,843,4.80,0.40,32,FALSE,4.08,0,FALSE,,,,,,,
14989,5438,76156,11.99,1.01,19,FALSE,10.19,0,FALSE,,,,,,,
14990,5438,74801,1.25,0.10,17,FALSE,1.06,0,FALSE,,,,,,,
14991,5438,74801,1.25,0.10,17,FALSE,1.06,0,FALSE,,,,,,,
14992,5438,22051,9.99,0.84,17,FALSE,8.49,0,FALSE,,,,,,,
14993,5438,74560,6.00,0.50,54,FALSE,5.10,0,FALSE,,,,,,,
14994,5439,19455,5.00,0.42,81,FALSE,4.25,0,FALSE,,,,,,,
14995,5439,27722,7.50,0.63,91,FALSE,6.37,0,FALSE,,,,,,,
14996,5440,53566,3.99,0.34,500,FALSE,3.39,0,FALSE,,,,,,,
14997,5441,5154,40.00,3.36,76,FALSE,34.00,0,FALSE,,,,,,,
14998,5441,25193,5.00,0.42,24,FALSE,4.25,0,FALSE,,,,,,,
14999,5442,74877,5.99,0.50,40,FALSE,5.09,0,FALSE,,,,,,,
15000,5443,1045,21.60,1.81,32,FALSE,18.36,0,FALSE,,,,,,,
15001,5444,16106,13.98,1.17,500,FALSE,0.00,0,FALSE,,,,,,,
15002,5445,16106,3.74,0.31,500,FALSE,0.00,0,FALSE,,,,,,,
15003,5445,46651,1.29,0.11,500,FALSE,0.00,0,FALSE,,,,,,,
15004,5445,76677,1.00,0.08,500,FALSE,0.00,0,FALSE,,,,,,,
15005,5446,16150,12.00,1.01,76,FALSE,10.20,0,FALSE,,,,,,,
15006,5446,581,12.00,1.01,53,FALSE,10.20,0,FALSE,,,,,,,
15007,5446,1313,10.80,0.91,32,FALSE,9.18,0,FALSE,,,,,,,
15008,5447,620,12.00,1.01,53,FALSE,10.20,0,FALSE,,,,,,,
15009,5448,12270,7.95,0.67,36,FALSE,6.75,0,FALSE,,,,,,,
15010,5448,74109,8.99,0.76,40,FALSE,7.64,0,FALSE,,,,,,,
15011,5449,48716,0.33,0.03,500,FALSE,0.28,0,FALSE,,,,,,,
15012,5449,48716,0.33,0.03,500,FALSE,0.28,0,FALSE,,,,,,,
15013,5449,48716,0.33,0.03,500,FALSE,0.28,0,FALSE,,,,,,,
15014,5449,48716,0.33,0.03,500,FALSE,0.28,0,FALSE,,,,,,,
15015,5449,48716,0.33,0.03,500,FALSE,0.28,0,FALSE,,,,,,,
15016,5449,48716,0.33,0.03,500,FALSE,0.28,0,FALSE,,,,,,,
15017,5449,48716,0.33,0.03,500,FALSE,0.28,0,FALSE,,,,,,,
15018,5449,48716,0.33,0.03,500,FALSE,0.28,0,FALSE,,,,,,,
15019,5449,48716,0.33,0.03,500,FALSE,0.28,0,FALSE,,,,,,,
15020,5449,54919,0.25,0.02,500,FALSE,0.21,0,FALSE,,,,,,,
15021,5450,13774,18.00,1.51,51,FALSE,15.30,0,FALSE,,,,,,,
15022,5450,16412,2.00,0.17,49,FALSE,1.70,0,FALSE,,,,,,,
15023,5450,68415,4.00,0.34,42,FALSE,3.40,0,FALSE,,,,,,,
15024,5450,15096,8.00,0.67,51,FALSE,6.80,0,FALSE,,,,,,,
15025,5450,12116,19.00,1.60,21,FALSE,16.15,0,FALSE,,,,,,,
15026,5450,16589,18.00,1.51,67,FALSE,15.30,0,FALSE,,,,,,,
15027,5450,17419,12.99,1.09,82,FALSE,11.04,0,FALSE,,,,,,,
15028,5451,72437,3.00,0.25,49,FALSE,2.55,0,FALSE,,,,,,,
15029,5451,7713,20.00,1.68,64,FALSE,17.00,0,FALSE,,,,,,,
15030,5451,76447,9.00,0.76,518,FALSE,7.65,0,FALSE,,,,,,,
15031,5452,16411,1.00,0.08,49,FALSE,0.85,0,FALSE,,,,,,,
15032,5452,51065,3.99,0.34,500,FALSE,3.39,0,FALSE,,,,,,,
15033,5453,76678,2.99,0.25,500,FALSE,0.00,0,FALSE,,,,,,,
15034,5454,60438,45.00,3.78,54,FALSE,38.25,0,FALSE,,,,,,,
15035,5454,76679,54.00,4.54,500,FALSE,0.00,0,FALSE,,,,,,,
15036,5455,16125,17.50,1.47,31,FALSE,14.87,0,FALSE,,,,,,,
15037,5456,76681,14.95,1.26,500,FALSE,0.00,0,FALSE,,,,,,,
15038,5456,57960,0.75,0.06,500,FALSE,0.63,0,FALSE,,,,,,,
15039,5456,57960,0.75,0.06,500,FALSE,0.63,0,FALSE,,,,,,,
15040,5456,57960,0.75,0.06,500,FALSE,0.63,0,FALSE,,,,,,,
15041,5456,57960,0.75,0.06,500,FALSE,0.63,0,FALSE,,,,,,,
15042,5457,58497,4.00,0.34,76,FALSE,3.40,0,FALSE,,,,,,,
15043,5457,58497,4.00,0.34,76,FALSE,3.40,0,FALSE,,,,,,,
15044,5457,58497,4.00,0.34,76,FALSE,3.40,0,FALSE,,,,,,,
15045,5457,58497,4.00,0.34,76,FALSE,3.40,0,FALSE,,,,,,,
15046,5457,58497,4.00,0.34,76,FALSE,3.40,0,FALSE,,,,,,,
15047,5457,58497,4.00,0.34,76,FALSE,3.40,0,FALSE,,,,,,,
15048,5457,77209388,24.00,2.02,8,FALSE,20.40,0,FALSE,,,,,,,
15049,5458,113435,4.99,0.42,22,FALSE,4.24,0,FALSE,,,,,,,
15050,5459,73071,1.99,0.17,17,FALSE,1.69,0,FALSE,,,,,,,
15051,5459,40852,6.00,0.50,13,FALSE,5.10,0,FALSE,,,,,,,
15052,5460,24167,2.00,0.17,20,FALSE,1.70,0,FALSE,,,,,,,
15053,5461,76695,10.00,0.84,500,FALSE,0.00,0,FALSE,,,,,,,
15054,5462,74288,10.50,0.88,512,FALSE,8.92,0,FALSE,,,,,,,
15055,5462,74290,10.50,0.88,512,FALSE,8.92,0,FALSE,,,,,,,
15056,5463,51681,2.40,0.20,500,FALSE,2.04,0,FALSE,,,,,,,
15057,5463,50435,3.49,0.00,500,FALSE,3.49,0,FALSE,,,,,,,
15058,5463,50440,3.49,0.00,500,FALSE,2.96,0,FALSE,,,,,,,
15059,5463,57960,0.75,0.06,500,FALSE,0.63,0,FALSE,,,,,,,
15060,5464,74801,1.25,0.10,17,FALSE,1.06,0,FALSE,,,,,,,
15061,5464,74801,1.25,0.10,17,FALSE,1.06,0,FALSE,,,,,,,
15062,5465,56179,5.99,0.40,500,FALSE,4.07,0,FALSE,,,,,,,4.789999962
15063,5465,56184,6.99,0.47,500,FALSE,4.75,0,FALSE,,,,,,,5.590000153
15064,5466,76136,34.99,2.94,73,FALSE,29.74,0,FALSE,,,,,,,
15065,5467,74546,9.00,0.76,51,FALSE,7.65,0,FALSE,,,,,,,
15066,5467,1574,13.95,1.17,45,FALSE,11.85,0,FALSE,,,,,,,
15067,5467,17348,5.00,0.42,42,FALSE,4.25,0,FALSE,,,,,,,
15068,5467,76699,24.99,2.10,63,FALSE,21.24,0,FALSE,,,,,,,
15069,5467,10316,15.99,1.34,63,FALSE,13.59,0,FALSE,,,,,,,
15070,5467,67184,4.99,0.42,63,FALSE,4.24,0,FALSE,,,,,,,
15071,5467,59148,19.95,1.68,36,FALSE,16.95,0,FALSE,,,,,,,
15072,5468,67997,3.00,0.25,24,FALSE,2.55,0,FALSE,,,,,,,
15073,5468,17347,5.00,0.42,42,FALSE,4.25,0,FALSE,,,,,,,
15074,5468,17857,7.00,0.59,65,FALSE,5.95,0,FALSE,,,,,,,
15075,5468,25302,1.75,0.15,24,FALSE,1.48,0,FALSE,,,,,,,
15076,5468,17690,2.50,0.21,511,FALSE,2.12,0,FALSE,,,,,,,
15077,5468,113439,6.00,0.50,51,FALSE,5.10,0,FALSE,,,,,,,
15078,5468,60540,4.00,0.34,10,FALSE,3.40,0,FALSE,,,,,,,
15079,5468,162674,6.00,0.50,51,FALSE,5.10,0,FALSE,,,,,,,
15080,5468,17850,6.99,0.59,65,FALSE,5.94,0,FALSE,,,,,,,
15081,5468,76700,7.50,0.63,65,FALSE,6.37,0,FALSE,,,,,,,
15082,5469,74794,45.00,3.78,31,FALSE,38.25,0,FALSE,,,,,,,
15083,5469,15639,3.50,0.29,42,FALSE,2.97,0,FALSE,,,,,,,
15084,5469,16506,11.50,0.97,54,FALSE,9.77,0,FALSE,,,,,,,
15085,5469,66283,3.00,0.25,65,FALSE,2.55,0,FALSE,,,,,,,
15086,5469,27340,12.99,1.09,69,FALSE,11.04,0,FALSE,,,,,,,
15087,5469,75767,16.60,1.39,502,FALSE,14.11,0,FALSE,,,,,,,
15088,5470,71986,2.00,0.17,48,FALSE,1.70,0,FALSE,,,,,,,
15089,5470,57698,7.00,0.59,37,FALSE,5.95,0,FALSE,,,,,,,
15090,5471,76701,5.99,0.50,500,FALSE,0.00,0,FALSE,,,,,,,
15091,5472,58490,3.00,0.25,76,FALSE,2.55,0,FALSE,,,,,,,
15092,5472,58490,3.00,0.25,76,FALSE,2.55,0,FALSE,,,,,,,
15093,5472,58490,3.00,0.25,76,FALSE,2.55,0,FALSE,,,,,,,
15094,5472,58490,3.00,0.25,76,FALSE,2.55,0,FALSE,,,,,,,
15095,5472,58490,3.00,0.25,76,FALSE,2.55,0,FALSE,,,,,,,
15096,5472,58490,3.00,0.25,76,FALSE,2.55,0,FALSE,,,,,,,
15097,5472,58490,3.00,0.25,76,FALSE,2.55,0,FALSE,,,,,,,
15098,5472,58490,3.00,0.25,76,FALSE,2.55,0,FALSE,,,,,,,
15099,5474,4626,12.00,1.01,76,FALSE,10.20,0,FALSE,,,,,,,
15100,5474,4365,8.00,0.67,76,FALSE,6.80,0,FALSE,,,,,,,
15101,5474,4367,10.00,0.84,76,FALSE,8.50,0,FALSE,,,,,,,
15102,5474,73484,4.99,0.42,63,FALSE,4.24,0,FALSE,,,,,,,
15103,5474,59474,4.25,0.36,63,FALSE,3.61,0,FALSE,,,,,,,
15104,5474,76702,12.00,1.01,76,FALSE,10.20,0,FALSE,,,,,,,
15105,5474,5351,6.00,0.50,76,FALSE,5.10,0,FALSE,,,,,,,
15106,5474,50491,3.49,0.29,500,FALSE,3.49,0,FALSE,,,,,,,
15107,5473,89708,4.99,0.42,82,FALSE,4.24,0,FALSE,,,,,,,
15108,5473,74798,9.50,0.80,31,FALSE,8.07,0,FALSE,,,,,,,
15109,5473,9335,7.99,0.67,70,FALSE,6.79,0,FALSE,,,,,,,
15110,5475,57089,4.79,0.40,500,FALSE,4.07,0,FALSE,,,,,,,
15111,5476,16089,2.99,0.25,40,FALSE,2.54,0,FALSE,,,,,,,
15112,5476,16089,2.99,0.25,40,FALSE,2.54,0,FALSE,,,,,,,
15113,5476,16089,2.99,0.25,40,FALSE,2.54,0,FALSE,,,,,,,
15114,5476,16089,2.99,0.25,40,FALSE,2.54,0,FALSE,,,,,,,
15115,5477,76704,1.59,0.00,500,FALSE,0.00,0,FALSE,,,,,,,
15116,5478,21090,15.00,1.26,73,FALSE,12.75,0,FALSE,,,,,,,
15117,5479,58129,3.75,0.32,31,FALSE,3.18,0,FALSE,,,,,,,
15118,5479,75476,8.50,0.71,31,FALSE,7.22,0,FALSE,,,,,,,
15119,5480,46661,1.99,0.17,500,FALSE,1.69,0,FALSE,,,,,,,
15120,5480,76705,3.98,0.33,500,FALSE,0.00,0,FALSE,,,,,,,
15121,5480,48716,0.33,0.03,500,FALSE,0.28,0,FALSE,,,,,,,
15122,5480,48716,0.33,0.03,500,FALSE,0.28,0,FALSE,,,,,,,
15123,5480,48716,0.33,0.03,500,FALSE,0.28,0,FALSE,,,,,,,
15124,5480,48716,0.33,0.03,500,FALSE,0.28,0,FALSE,,,,,,,
15125,5480,48716,0.33,0.03,500,FALSE,0.28,0,FALSE,,,,,,,
15126,5480,48716,0.33,0.03,500,FALSE,0.28,0,FALSE,,,,,,,
15127,5480,48716,0.33,0.03,500,FALSE,0.28,0,FALSE,,,,,,,
15128,5480,48716,0.33,0.03,500,FALSE,0.28,0,FALSE,,,,,,,
15129,5480,55514,2.99,0.25,500,FALSE,2.54,0,FALSE,,,,,,,
15130,5480,55514,2.99,0.25,500,FALSE,2.54,0,FALSE,,,,,,,
15131,5481,66037,9.99,0.84,506,FALSE,8.49,0,FALSE,,,,,,,
15132,5481,50025,2.99,0.25,500,FALSE,2.54,0,FALSE,,,,,,,
15133,5481,50025,2.99,0.25,500,FALSE,2.54,0,FALSE,,,,,,,
15134,5481,76706,12.98,1.09,500,FALSE,0.00,0,FALSE,,,,,,,
15135,5482,58490,3.00,0.25,76,FALSE,2.55,0,FALSE,,,,,,,
15136,5482,58490,3.00,0.25,76,FALSE,2.55,0,FALSE,,,,,,,
15137,5482,58490,3.00,0.25,76,FALSE,2.55,0,FALSE,,,,,,,
15138,5482,46863,1.59,0.13,500,FALSE,1.35,0,FALSE,,,,,,,
15139,5482,46863,1.59,0.13,500,FALSE,1.35,0,FALSE,,,,,,,
15140,5483,39927,2.95,0.25,85,FALSE,2.50,0,FALSE,,,,,,,
15141,5483,161845,5.99,0.50,500,FALSE,5.09,0,FALSE,,,,,,,
15142,5483,161845,5.99,0.50,500,FALSE,5.09,0,FALSE,,,,,,,
15143,5483,161845,5.99,0.50,500,FALSE,5.09,0,FALSE,,,,,,,
15144,5484,71094,5.00,0.42,40,FALSE,4.25,0,FALSE,,,,,,,
15145,5484,57960,0.75,0.06,500,FALSE,0.63,0,FALSE,,,,,,,
15146,5485,172713,5.00,0.42,1,FALSE,4.25,0,FALSE,,,,,,,
15147,5485,48716,0.33,0.03,500,FALSE,0.28,0,FALSE,,,,,,,
15148,5485,48716,0.33,0.03,500,FALSE,0.28,0,FALSE,,,,,,,
15149,5485,48716,0.33,0.03,500,FALSE,0.28,0,FALSE,,,,,,,
15150,5486,51110,2.99,0.25,500,FALSE,2.54,0,FALSE,,,,,,,
15151,5486,58752,2.99,0.25,500,FALSE,0.00,0,FALSE,,,,,,,
15152,5486,76707,1.99,0.17,500,FALSE,0.00,0,FALSE,,,,,,,
15153,5487,76708,10.00,0.84,500,FALSE,0.00,0,FALSE,,,,,,,
15154,5487,74841,3.99,0.34,40,FALSE,3.39,0,FALSE,,,,,,,
15155,5488,76709,19.95,1.68,500,FALSE,0.00,0,FALSE,,,,,,,
15156,5489,71731,10.00,0.84,518,FALSE,8.50,0,FALSE,,,,,,,
15157,5489,68134,10.00,0.84,518,FALSE,8.50,0,FALSE,,,,,,,
15158,5489,67142,6.50,0.55,42,FALSE,5.52,0,FALSE,,,,,,,
