InvoiceID,Employee,InvoiceDate,PaymentTerms,GrossDue,Discount,SalesTax,AcctCredit,NetDue,ItemCount,CreditCardCut,InvCost,FedSalesTax,Text1,Num1,PayTerms2,PayAmt1,PayAmt2,BuyersFee,Layaways,TaxExemptNo,LayCredit,RegisterID,Advertise,ConsID,GCSales,GCCredits,CustNo,StoreID,PCName,SaleTime,TaxJ
4799,POS 2,10/17/2019,Cash,24.97,0.00,2.10,0.00,27.07,3,0,7.630000114,0.00,,0,,27.07,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4800,POS 2,10/17/2019,Cash,37.50,0.00,3.15,0.00,40.65,5,0,31.87000084,0.00,,0,,40.65,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4801,POS 2,10/17/2019,Cash,7.39,0.00,0.62,0.00,8.01,3,0,6.269999981,0.00,,0,,8.01,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4802,POS 2,10/17/2019,Cash,3.49,0.00,0.00,0.00,3.49,1,0,0,0.00,,0,,3.49,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4803,POS 2,10/17/2019,Cash,2.99,0.00,0.25,0.00,3.24,1,0,0,0.00,,0,,3.24,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4804,POS,10/17/2019,Cash,8.49,0.00,0.71,0.00,9.20,1,0,0,0.00,,0,,9.20,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4805,POS,10/17/2019,Cash,5.60,0.00,0.30,0.00,5.90,3,0,3.059999943,0.00,,0,,5.90,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4806,Unknown,10/18/2019,Credit Card,5.00,0.00,0.42,0.00,5.42,2,0,4.239999771,0.00,,0,,5.42,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4807,Unknown,10/18/2019,Cash,0.70,0.00,0.06,0.00,0.76,1,0,0.589999974,0.00,,0,,0.76,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4808,Unknown,10/18/2019,Credit Card,31.94,0.00,2.68,0.00,34.62,6,0,21.20000076,0.00,,0,,34.62,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4809,Unknown,10/18/2019,Cash,15.75,0.00,1.32,0.00,17.07,1,0,13.38000011,0.00,,0,,17.07,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4810,Unknown,10/18/2019,Credit Card,25.98,0.00,2.18,0.00,28.16,5,0,21.23999977,0.00,,0,,28.16,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4811,Unknown,10/18/2019,Cash,118.89,0.00,9.99,0.00,128.88,5,0,91.69999695,0.00,,0,,128.88,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4812,Unknown,10/18/2019,Credit Card,40.50,0.00,3.40,0.00,43.90,3,0,34.41999817,0.00,,0,,43.90,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4813,Unknown,10/18/2019,Cash,17.99,0.00,1.51,0.00,19.50,1,0,15.28999996,0.00,,0,,19.50,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4814,Unknown,10/18/2019,Cash,3.18,0.00,0.27,0.00,3.45,2,0,2.700000048,0.00,,0,,3.45,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4815,Unknown,10/18/2019,Cash,185.00,0.00,15.54,0.00,200.54,1,0,157.25,0.00,,0,,200.54,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4816,Unknown,10/18/2019,Check,38.97,0.00,3.27,0.00,42.24,8,0,18.79000092,0.00,,0,,42.24,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4817,Unknown,10/18/2019,Credit Card,37.42,0.00,3.14,0.00,40.56,12,0,31.76000023,0.00,,0,,40.56,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4818,Unknown,10/18/2019,Cash,31.00,0.00,2.60,0.00,33.60,3,0,26.35000038,0.00,,0,,33.60,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4819,Unknown,10/18/2019,Credit Card,58.84,0.00,4.94,0.00,63.78,4,0,45.90000153,0.00,,0,,63.78,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4820,Unknown,10/18/2019,Cash,37.95,0.00,3.19,0.00,41.14,8,0,21.20999908,0.00,,0,,41.14,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4821,Unknown,10/18/2019,Cash,1.65,0.00,0.14,0.00,1.79,3,0,0,0.00,,0,,1.79,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4822,Unknown,10/18/2019,Cash,5.00,0.00,0.42,0.00,5.42,1,0,4.25,0.00,,0,,5.42,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4823,Unknown,10/18/2019,Credit Card,52.00,0.00,4.37,0.00,56.37,1,0,44.20000076,0.00,,0,,56.37,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4824,Unknown,10/18/2019,Cash,5.99,0.00,0.50,0.00,6.49,1,0,5.090000153,0.00,,0,,6.49,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4825,Unknown,10/18/2019,Credit Card,5.00,0.00,0.42,0.00,5.42,1,0,4.25,0.00,,0,,5.42,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4826,Unknown,10/18/2019,Cash,17.98,0.00,1.51,0.00,19.49,8,0,15.43000031,0.00,,0,,19.49,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4827,Unknown,10/18/2019,Cash,108.42,21.68,7.00,0.00,93.74,6,0,88.58999634,0.00,,0,,93.74,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4828,Unknown,10/18/2019,Cash,9.95,0.00,0.84,0.00,10.79,1,0,8.449999809,0.00,,0,,10.79,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4829,Unknown,10/18/2019,Cash,3.60,0.00,0.30,0.00,3.90,1,0,0,0.00,,0,,3.90,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4830,Unknown,10/18/2019,Credit Card,21.29,0.00,1.79,0.00,23.08,3,0,18.07999992,0.00,,0,,23.08,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4831,Unknown,10/18/2019,Cash,48.00,0.00,4.03,0.00,52.03,1,0,40.79999924,0.00,,0,,52.03,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4832,Unknown,10/18/2019,Cash,6.50,0.00,0.55,0.00,7.05,1,0,5.519999981,0.00,,0,,7.05,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4833,Unknown,10/18/2019,Credit Card,69.79,0.00,5.73,0.00,75.52,6,0,8.489999771,0.00,,0,,75.52,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4834,Unknown,10/18/2019,Cash,20.00,0.00,1.68,0.00,21.68,1,0,17,0.00,,0,,21.68,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4835,Unknown,10/18/2019,Credit Card,83.99,0.00,7.06,0.00,91.05,5,0,51.84999847,0.00,,0,,91.05,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4836,Unknown,10/18/2019,Credit Card,42.39,0.00,3.56,0.00,45.95,4,0,36.02999878,0.00,,0,,45.95,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4837,Unknown,10/18/2019,Credit Card,43.00,0.00,3.61,0.00,46.61,4,0,36.54999924,0.00,,0,,46.61,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4838,Unknown,10/18/2019,Cash,41.89,0.00,3.52,0.00,45.41,8,0,21.98999977,0.00,,0,,45.41,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4839,Unknown,10/18/2019,Cash,17.00,0.00,1.43,0.00,18.43,2,0,14.44999981,0.00,,0,,18.43,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4840,Unknown,10/18/2019,Cash,13.50,0.00,1.13,0.00,14.63,2,0,11.47000027,0.00,,0,,14.63,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4841,Unknown,10/18/2019,Credit Card,29.00,0.00,2.44,0.00,31.44,2,0,24.64999962,0.00,,0,,31.44,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4842,Unknown,10/18/2019,Credit Card,7.00,0.00,0.59,0.00,7.59,1,0,5.949999809,0.00,,0,,7.59,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4843,Unknown,10/18/2019,Credit Card,27.18,0.00,2.28,0.00,29.46,1,0,0,0.00,,0,,29.46,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4844,Unknown,10/18/2019,Credit Card,31.12,0.00,2.61,0.00,33.73,3,0,21.25,0.00,,0,,33.73,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4845,Unknown,10/18/2019,Credit Card,20.95,0.00,1.76,0.00,22.71,3,0,17.79999924,0.00,,0,,22.71,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4846,Unknown,10/18/2019,Credit Card,5.00,0.00,0.42,0.00,5.42,1,0,4.25,0.00,,0,,5.42,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4847,Unknown,10/18/2019,Cash,16.91,0.00,1.42,0.00,18.33,5,0,9.270000458,0.00,,0,,18.33,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4848,Unknown,10/18/2019,Credit Card,17.50,0.00,1.47,0.00,18.97,1,0,14.86999989,0.00,,0,,18.97,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4849,Unknown,10/18/2019,Cash,10.00,0.00,0.84,0.00,10.84,2,0,8.5,0.00,,0,,10.84,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4850,Unknown,10/18/2019,Cash,13.99,0.00,1.18,0.00,15.17,2,0,11.89000034,0.00,,0,,15.17,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4851,Unknown,10/18/2019,Credit Card,24.00,0.00,2.02,0.00,26.02,1,0,20.39999962,0.00,,0,,26.02,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4852,Unknown,10/18/2019,Credit Card,51.04,0.00,4.29,0.00,55.33,9,0,40.93000031,0.00,,0,,55.33,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4853,Unknown,10/18/2019,Credit Card,35.49,0.00,2.98,0.00,38.47,4,0,30.15999985,0.00,,0,,38.47,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4854,Unknown,10/18/2019,Credit Card,28.28,0.00,2.38,0.00,30.66,5,0,17.89999962,0.00,,0,,30.66,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4855,Unknown,10/18/2019,Credit Card,10.50,0.00,0.88,0.00,11.38,1,0,8.920000076,0.00,,0,,11.38,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4856,Unknown,10/18/2019,Credit Card,43.17,0.00,3.63,0.00,46.80,8,0,36.66999817,0.00,,0,,46.80,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4857,Unknown,10/18/2019,Cash,3.00,0.00,0.25,0.00,3.25,1,0,2.549999952,0.00,,0,,3.25,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4858,Unknown,10/18/2019,Cash,4.00,0.00,0.34,0.00,4.34,1,0,0,0.00,,0,,4.34,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4859,Unknown,10/18/2019,Credit Card,22.97,0.00,1.93,0.00,24.90,3,0,0,0.00,,0,,24.90,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4860,Unknown,10/18/2019,Cash,4.00,0.00,0.34,0.00,4.34,1,0,3.400000095,0.00,,0,,4.34,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4861,Unknown,10/18/2019,Credit Card,29.00,0.00,2.44,0.00,31.44,1,0,24.64999962,0.00,,0,,31.44,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4862,Unknown,10/18/2019,Cash,10.39,0.00,0.87,0.00,11.26,1,0,0,0.00,,0,,11.26,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4863,Unknown,10/18/2019,Cash,15.00,0.00,1.26,0.00,16.26,3,0,12.73999977,0.00,,0,,16.26,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4864,Unknown,10/18/2019,Cash,1.10,0.00,0.09,0.00,1.19,2,0,0,0.00,,0,,1.19,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4865,Unknown,10/18/2019,Cash,12.50,0.00,1.05,0.00,13.55,1,0,10.61999989,0.00,,0,,13.55,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4866,Unknown,10/18/2019,Credit Card,3.99,0.00,0.34,0.00,4.33,1,0,3.390000105,0.00,,0,,4.33,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4867,Unknown,10/18/2019,Credit Card,33.50,0.00,2.81,0.00,36.31,6,0,28.46999931,0.00,,0,,36.31,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4868,Unknown,10/18/2019,Credit Card,130.00,0.00,10.92,0.00,140.92,1,0,110.5,0.00,,0,,140.92,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4869,Unknown,10/18/2019,Credit Card,31.50,0.00,2.65,0.00,34.15,4,0,26.76000023,0.00,,0,,34.15,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4870,Unknown,10/18/2019,Credit Card,19.99,0.00,1.68,0.00,21.67,1,0,0,0.00,,0,,21.67,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4871,Unknown,10/18/2019,Cash,296.94,0.00,24.94,0.00,321.88,10,0,252.3899994,0.00,,0,,321.88,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4872,Unknown,10/18/2019,Credit Card,5.00,0.00,0.42,0.00,5.42,2,0,4.239999771,0.00,,0,,5.42,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4873,Unknown,10/18/2019,Credit Card,19.48,0.00,1.64,0.00,21.12,4,0,16.54000092,0.00,,0,,21.12,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4874,Unknown,10/18/2019,Credit Card,8.18,0.00,0.69,0.00,8.87,2,0,6.949999809,0.00,,0,,8.87,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4875,Unknown,10/18/2019,Credit Card,28.95,0.00,2.43,0.00,31.38,3,0,24.60000038,0.00,,0,,31.38,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4876,Unknown,10/18/2019,Cash,9.45,0.00,0.79,0.00,10.24,2,0,8.020000458,0.00,,0,,10.24,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4877,Unknown,10/18/2019,Credit Card,105.74,0.00,8.88,0.00,114.62,9,0,89.86000061,0.00,,0,,114.62,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4878,Unknown,10/18/2019,Credit Card,8.99,0.00,0.76,0.00,9.75,1,0,7.639999866,0.00,,0,,9.75,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4879,Unknown,10/18/2019,Cash,29.39,0.00,2.35,0.00,31.74,2,0,24.97999954,0.00,,0,,31.74,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4880,Unknown,10/18/2019,Cash,35.95,0.00,3.02,0.00,38.97,4,0,30.54999924,0.00,,0,,38.97,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4881,Unknown,10/18/2019,Credit Card,10.00,0.00,0.84,0.00,10.84,1,0,8.5,0.00,,0,,10.84,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4882,Unknown,10/18/2019,Cash,6.99,0.00,0.59,0.00,7.58,1,0,5.940000057,0.00,,0,,7.58,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4883,Unknown,10/18/2019,Credit Card,26.70,0.00,2.24,0.00,28.94,4,0,22.68000031,0.00,,0,,28.94,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4884,Unknown,10/18/2019,Cash,114.67,0.00,9.63,0.00,124.30,32,0,77.94000244,0.00,,0,,124.30,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4885,Unknown,10/18/2019,Credit Card,36.64,0.00,2.96,0.00,39.60,3,0,31.12999916,0.00,,0,,39.60,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4886,POS,10/19/2019,Cash,3.49,0.00,0.29,0.00,3.78,1,0,2.960000038,0.00,,0,,3.78,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4887,POS 2,10/19/2019,Cash,5.98,0.00,0.50,0.00,6.48,2,0,2.960000038,0.00,,0,,6.48,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4888,POS 2,10/19/2019,Cash,4.90,0.00,0.41,0.00,5.31,1,0,0,0.00,,0,,5.31,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4889,POS 2,10/19/2019,Cash,73.45,0.00,6.17,0.00,79.62,7,0,62.41999817,0.00,,0,,79.62,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4890,POS 2,10/19/2019,Credit Card,11.50,0.00,0.97,0.00,12.47,1,0,9.770000458,0.00,,0,,12.47,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4891,POS 2,10/19/2019,Cash,1.50,0.00,0.13,0.00,1.63,1,0,0,0.00,,0,,1.63,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4892,POS 2,10/19/2019,Credit Card,15.50,0.00,1.30,0.00,16.80,2,0,13.17000008,0.00,,0,,16.80,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4893,POS 2,10/19/2019,Credit Card,32.95,0.00,2.77,0.00,35.72,1,0,28,0.00,,0,,35.72,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4894,POS,10/19/2019,Credit Card,29.95,0.00,2.52,0.00,32.47,1,0,25.45000076,0.00,,0,,32.47,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4895,POS 2,10/19/2019,Cash,17.98,0.00,1.51,0.00,19.49,2,0,11.03999996,0.00,,0,,19.49,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4896,POS 2,10/19/2019,Credit Card,14.38,0.00,1.21,0.00,15.59,1,0,0,0.00,,0,,15.59,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4897,POS 2,10/19/2019,Cash,19.00,0.00,1.60,0.00,20.60,3,0,16.14999962,0.00,,0,,20.60,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4898,POS 2,10/19/2019,Credit Card,32.95,0.00,2.77,0.00,35.72,1,0,28,0.00,,0,,35.72,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4899,POS 2,10/19/2019,Cash,29.95,0.00,2.52,0.00,32.47,2,0,25.45000076,0.00,,0,,32.47,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4900,POS,10/19/2019,Credit Card,2.69,0.00,0.23,0.00,2.92,1,0,2.279999971,0.00,,0,,2.92,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4901,POS 2,10/19/2019,Check,57.50,0.00,4.83,0.00,62.33,3,0,48.86999893,0.00,,0,,62.33,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4902,POS 2,10/19/2019,Credit Card,13.00,0.00,1.09,0.00,14.09,1,0,11.05000019,0.00,,0,,14.09,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4903,POS 2,10/19/2019,Cash,3.07,0.00,0.26,0.00,3.33,5,0,1.230000019,0.00,,0,,3.33,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4904,POS 2,10/19/2019,Cash,27.25,0.00,2.29,0.00,29.54,4,0,7.039999962,0.00,,0,,29.54,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4905,POS 2,10/19/2019,Cash,20.45,0.00,1.72,0.00,22.17,3,0,17.37000084,0.00,,0,,22.17,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4906,POS 2,10/19/2019,Credit Card,6.28,0.00,0.53,0.00,6.81,2,0,5.329999924,0.00,,0,,6.81,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4907,POS 2,10/19/2019,Credit Card,25.41,0.00,2.13,0.00,27.54,5,0,16.5,0.00,,0,,27.54,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4908,POS 2,10/19/2019,Credit Card,38.10,0.00,3.20,0.00,41.30,3,0,32.38000107,0.00,,0,,41.30,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4909,POS,10/19/2019,Cash,2.35,0.00,0.20,0.00,2.55,4,0,0,0.00,,0,,2.55,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4910,POS,10/19/2019,Cash,6.99,0.00,0.59,0.00,7.58,1,0,5.940000057,0.00,,0,,7.58,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4911,POS 2,10/19/2019,Credit Card,12.99,0.00,1.09,0.00,14.08,2,0,11.03999996,0.00,,0,,14.08,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4912,POS 2,10/19/2019,Credit Card,36.50,0.00,3.07,0.00,39.57,3,0,31.02000046,0.00,,0,,39.57,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4913,POS,10/19/2019,Credit Card,27.67,0.00,2.32,0.00,29.99,21,0,13.56999969,0.00,,0,,29.99,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4914,POS 2,10/19/2019,Credit Card,9.95,0.00,0.84,0.00,10.79,1,0,8.449999809,0.00,,0,,10.79,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4915,POS,10/19/2019,Credit Card,26.46,0.00,2.22,0.00,28.68,4,0,12.72999954,0.00,,0,,28.68,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4916,POS,10/19/2019,Credit Card,13.89,0.00,1.17,0.00,15.06,3,0,1.25999999,0.00,,0,,15.06,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4917,POS 2,10/19/2019,Credit Card,74.42,0.00,6.25,0.00,80.67,9,0,52.24000168,0.00,,0,,80.67,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4918,POS,10/19/2019,Cash,24.98,0.00,2.10,0.00,27.08,4,0,21.22999954,0.00,,0,,27.08,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
4919,POS 2,10/19/2019,Credit Card,55.99,0.00,4.70,0.00,60.69,5,0,47.59000015,0.00,,0,,60.69,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4920,POS 2,10/19/2019,Credit Card,18.00,0.00,1.51,0.00,19.51,1,0,15.30000019,0.00,,0,,19.51,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4921,POS 2,10/19/2019,Cash,7.49,0.00,0.63,0.00,8.12,2,0,0,0.00,,0,,8.12,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
4922,POS,10/19/2019,Credit Card,15.00,0.00,1.26,0.00,16.26,2,0,12.75,0.00,,0,,16.26,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
